State,Date,Province_State,population,Amount_2019_weekly,Amount_2020_weekly,Dine_In_2019_weekly,Dine_In_2020_weekly,Off_Prem_2019_weekly,Off_Prem_2020_weekly,confirmed.add_weekly,deaths.add_weekly,recreation_mob_weekly,residential_mob_weekly,Urbanization.rate,DJUSRU,DJUSRU.t1,DJUSRU.t2,DJUSRU.t3,DJUSRU.t4,DJUSRU.t5,DJUSRU.t6
CT,2020/6/29,Connecticut,3565287,904079.17,632656.7214,764066.0914,389717.2471,140013.0786,242939.4743,59.14285714,2.714285714,-10.57142857,9.714285714,0.88,1734.4,1918.59,1920.39,1907.06,1889.56,1764.85,1747.03
DC,2020/2/17,District of Columbia,705749,547246.2486,578243.9243,493130.9,503169.0257,54115.34857,75074.89857,0,0,-2.285714286,2.142857143,1,2039.43,2022.36,1993.68,1997.57,2031.36,2004.8,1967.95
DC,2020/2/24,District of Columbia,705749,606432.3014,605369.6614,547625.5457,522779.0543,58806.75571,82590.60714,0,0,1.142857143,-0.428571429,1,1904.53,2039.43,2022.36,1993.68,1997.57,2031.36,2004.8
DC,2020/3/2,District of Columbia,705749,620575.4414,604678.2386,558894.1729,522977.5843,61681.26857,81700.65429,0,0,6.285714286,-0.428571429,1,1827.97,1904.53,2039.43,2022.36,1993.68,1997.57,2031.36
DC,2020/3/9,District of Columbia,705749,677766.7743,441631.7214,615483.1971,368126.97,62283.57714,73504.75143,0,0,-9.714285714,3,1,1631.21,1827.97,1904.53,2039.43,2022.36,1993.68,1997.57
DC,2020/3/16,District of Columbia,705749,654445.7057,149627.7486,590147.5843,60269.54857,64298.12143,89358.2,14.57142857,0.285714286,-47.42857143,17.85714286,1,1301.34,1631.21,1827.97,1904.53,2039.43,2022.36,1993.68
DC,2020/3/23,District of Columbia,705749,713553.9186,141489.7643,649415.94,38567.12857,64137.97857,102922.6357,34.28571429,0.428571429,-60.57142857,23.57142857,1,1441.38,1301.34,1631.21,1827.97,1904.53,2039.43,2022.36
DC,2020/3/30,District of Columbia,705749,735050.4657,144474.0457,669716.1629,36107.54429,65334.30286,108366.5014,94.28571429,2.428571429,-61.42857143,24.57142857,1,1448.35,1441.38,1301.34,1631.21,1827.97,1904.53,2039.43
DC,2020/4/6,District of Columbia,705749,699892.3986,150032.0171,635933.8486,39094.15286,63958.55,110937.8643,124.7142857,4,-65,25.28571429,1,1590.7,1448.35,1441.38,1301.34,1631.21,1827.97,1904.53
DC,2020/4/13,District of Columbia,705749,663185.3486,153171.2429,605243.0686,37216.79429,57942.28,115954.4486,131.1428571,6.571428571,-65,25.42857143,1,1647.63,1590.7,1448.35,1441.38,1301.34,1631.21,1827.97
DC,2020/4/20,District of Columbia,705749,680328.5686,155881.41,615280.7543,35511.86714,65047.81429,120369.5429,149.7142857,11.71428571,-64.71428571,25.14285714,1,1685.4,1647.63,1590.7,1448.35,1441.38,1301.34,1631.21
DC,2020/4/27,District of Columbia,705749,654097.1,157071.77,589872.8314,39367.10429,64224.26857,117704.6657,167.8571429,10.42857143,-61.85714286,23,1,1733.53,1685.4,1647.63,1590.7,1448.35,1441.38,1301.34
DC,2020/5/4,District of Columbia,705749,677292.5529,184605.0229,610353.9286,41805.40143,66938.62429,142799.6214,179.4285714,10.28571429,-59.85714286,22.85714286,1,1686.93,1733.53,1685.4,1647.63,1590.7,1448.35,1441.38
DC,2020/5/11,District of Columbia,705749,723514.9729,184156.1057,660613.3814,46517.64286,62901.59143,137638.4629,121.5714286,8.571428571,-60,22.28571429,1,1675.93,1686.93,1733.53,1685.4,1647.63,1590.7,1448.35
DC,2020/5/18,District of Columbia,705749,685845.72,179797.9557,628837.7429,46282.72143,57007.97714,133515.2343,141,7,-59,21.85714286,1,1747.03,1675.93,1686.93,1733.53,1685.4,1647.63,1590.7
DC,2020/5/25,District of Columbia,705749,612571.0914,196335.9229,553722.9514,62646.73571,58848.14,133689.1871,98.71428571,4.857142857,-57.14285714,20.28571429,1,1780.07,1747.03,1675.93,1686.93,1733.53,1685.4,1647.63
DC,2020/6/1,District of Columbia,705749,666301.2014,187784.0914,600098.5371,67742.13429,66202.66429,120041.9571,75.85714286,3.285714286,-53.28571429,19,1,1830.86,1764.85,1747.03,1675.93,1686.93,1733.53,1685.4
DC,2020/6/8,District of Columbia,705749,662723.5186,227129.0571,599971.51,98299.80714,62752.00857,128829.25,62.14285714,3.714285714,-52.57142857,17.71428571,1,1833.02,1889.56,1764.85,1747.03,1675.93,1686.93,1733.53
DC,2020/6/15,District of Columbia,705749,663851.1586,235854.4757,602460.4171,101645.8829,61390.74143,134208.5929,36.14285714,2.571428571,-52.42857143,17.42857143,1,1782.18,1907.06,1889.56,1764.85,1747.03,1675.93,1686.93
DC,2020/6/22,District of Columbia,705749,633520.6271,246558.3786,570447.7357,118902.1643,63072.89143,127656.2143,32.57142857,2.428571429,-50.42857143,16.57142857,1,1735.17,1920.39,1907.06,1889.56,1764.85,1747.03,1675.93
DC,2020/6/29,District of Columbia,705749,550218.9029,226855.3414,498275.4657,112259.1871,51943.43714,114596.1543,33.42857143,1.285714286,-48.42857143,15,1,1734.4,1918.59,1920.39,1907.06,1889.56,1764.85,1747.03
DE,2020/2/17,Delaware,973764,104308.68,109179.1014,87209.18143,89606.32571,17099.49857,19572.77571,0,0,5.142857143,0.142857143,0.833,2039.43,2022.36,1993.68,1997.57,2031.36,2004.8,1967.95
DE,2020/2/24,Delaware,973764,112656.9086,108523.0586,93670.35143,87649.05429,18986.55714,20874.00429,0,0,6.714285714,-0.571428571,0.833,1904.53,2039.43,2022.36,1993.68,1997.57,2031.36,2004.8
DE,2020/3/2,Delaware,973764,110790.9229,109106.2414,91762.33714,88799.77714,19028.58571,20306.46429,0,0,9,-0.714285714,0.833,1827.97,1904.53,2039.43,2022.36,1993.68,1997.57,2031.36
DE,2020/3/9,Delaware,973764,115739.74,93187.41714,96646.61286,74873.40571,19093.12714,18314.01143,0.857142857,0,4.571428571,1,0.833,1631.21,1827.97,1904.53,2039.43,2022.36,1993.68,1997.57
DE,2020/3/16,Delaware,973764,115020.7943,43240.46286,95515.82571,19645.06,19504.96857,23595.40286,7.142857143,0,-23.28571429,11.42857143,0.833,1301.34,1631.21,1827.97,1904.53,2039.43,2022.36,1993.68
DE,2020/3/23,Delaware,973764,114926.3271,39184.02571,95435.42,13536.04,19490.90714,25647.98571,25.14285714,0.857142857,-42.28571429,17.42857143,0.833,1441.38,1301.34,1631.21,1827.97,1904.53,2039.43,2022.36
DE,2020/3/30,Delaware,973764,111824.2871,42596.83857,92474.55571,14614.68714,19349.73143,27982.15143,63,1.142857143,-40.42857143,17.85714286,0.833,1448.35,1441.38,1301.34,1631.21,1827.97,1904.53,2039.43
DE,2020/4/6,Delaware,973764,113203.3114,43717.08286,92835.56143,15626.03714,20367.75,28091.04571,136,3,-43,18.57142857,0.833,1590.7,1448.35,1441.38,1301.34,1631.21,1827.97,1904.53
DE,2020/4/13,Delaware,973764,107454.6671,51550.90857,89618.70143,15801.53286,17835.96571,35749.37571,130.4285714,4.571428571,-40.42857143,18.71428571,0.833,1647.63,1590.7,1448.35,1441.38,1301.34,1631.21,1827.97
DE,2020/4/20,Delaware,973764,112376.7771,52681.27,92367.57429,17066.44286,20009.20286,35614.82714,213.7142857,7.571428571,-39.28571429,18.14285714,0.833,1685.4,1647.63,1590.7,1448.35,1441.38,1301.34,1631.21
DE,2020/4/27,Delaware,973764,123473.7986,53784.17286,103241.1986,18057.63286,20232.6,35726.54,167.7142857,8.142857143,-34.14285714,15.71428571,0.833,1733.53,1685.4,1647.63,1590.7,1448.35,1441.38,1301.34
DE,2020/5/4,Delaware,973764,123343.0914,66232.79857,102492.9786,22699.20143,20850.11286,43533.59714,152.7142857,6.285714286,-29,15.28571429,0.833,1686.93,1733.53,1685.4,1647.63,1590.7,1448.35,1441.38
DE,2020/5/11,Delaware,973764,112645.5829,52070.22429,93374.73286,18229.49714,19270.85,33840.72714,199,9.857142857,-28.28571429,14.14285714,0.833,1675.93,1686.93,1733.53,1685.4,1647.63,1590.7,1448.35
DE,2020/5/18,Delaware,973764,111654.5814,52712.20714,93069.67714,18733.80429,18584.90429,33978.40286,162.7142857,5.142857143,-25.42857143,14.14285714,0.833,1747.03,1675.93,1686.93,1733.53,1685.4,1647.63,1590.7
DE,2020/5/25,Delaware,973764,106929.2986,52906.69571,89559.22429,20954.94286,17370.07429,31951.75286,98.42857143,5.714285714,-24.42857143,13.42857143,0.833,1780.07,1747.03,1675.93,1686.93,1733.53,1685.4,1647.63
DE,2020/6/1,Delaware,973764,111162.3186,72212.33429,92393.22714,38870.00429,18769.09143,33342.33,63.42857143,4.571428571,-11.85714286,10.42857143,0.833,1830.86,1764.85,1747.03,1675.93,1686.93,1733.53,1685.4
DE,2020/6/8,Delaware,973764,119116.7586,79378.8,100216.9571,47146.03714,18899.80143,32232.76286,46,3.428571429,-5.857142857,9.285714286,0.833,1833.02,1889.56,1764.85,1747.03,1675.93,1686.93,1733.53
DE,2020/6/15,Delaware,973764,110298.3171,90769.85286,92162.50857,56675.48143,18135.80857,34094.37143,73,1.857142857,-2.428571429,8.571428571,0.833,1782.18,1907.06,1889.56,1764.85,1747.03,1675.93,1686.93
DE,2020/6/22,Delaware,973764,114453.1457,81410.33286,96653.86,50141.87714,17799.28571,31268.45571,64.42857143,10.28571429,-2.571428571,8,0.833,1735.17,1920.39,1907.06,1889.56,1764.85,1747.03,1675.93
DE,2020/6/29,Delaware,973764,104390.4357,71946.50571,89208.62429,43443.38286,15181.81143,28503.12286,128.8571429,0.714285714,-1.285714286,8.571428571,0.833,1734.4,1918.59,1920.39,1907.06,1889.56,1764.85,1747.03
FL,2020/2/17,Florida,21477737,3958569.256,4039342.486,3454699.95,3518319.114,503869.3057,521023.3714,0,0,3,0.714285714,0.912,2039.43,2022.36,1993.68,1997.57,2031.36,2004.8,1967.95
FL,2020/2/24,Florida,21477737,3919047.267,3989205.766,3411612.927,3461044.681,507434.34,528161.0843,0,0,5.428571429,-0.714285714,0.912,1904.53,2039.43,2022.36,1993.68,1997.57,2031.36,2004.8
FL,2020/3/2,Florida,21477737,3963412.346,3887033.191,3456183.06,3371403.736,507229.2857,515629.4557,1.428571429,0.285714286,5.285714286,0,0.912,1827.97,1904.53,2039.43,2022.36,1993.68,1997.57,2031.36
FL,2020/3/9,Florida,21477737,4149133.946,3444908.034,3635147.269,2942793.041,513986.6771,502114.9929,12.85714286,0.142857143,1,1,0.912,1631.21,1827.97,1904.53,2039.43,2022.36,1993.68,1997.57
FL,2020/3/16,Florida,21477737,4032737.334,1311196.477,3520690.481,763064.3314,512046.8529,548132.1457,129.1428571,1.428571429,-24.28571429,10.28571429,0.912,1301.34,1631.21,1827.97,1904.53,2039.43,2022.36,1993.68
FL,2020/3/23,Florida,21477737,4019781.949,865489.3771,3504744.537,267542.7414,515037.4114,597946.6357,463.1428571,6.142857143,-42.28571429,16.14285714,0.912,1441.38,1301.34,1631.21,1827.97,1904.53,2039.43,2022.36
FL,2020/3/30,Florida,21477737,3782407.681,835800.78,3281029.854,241329.1386,501377.8271,594471.6414,1157.714286,23.57142857,-45.28571429,18,0.912,1448.35,1441.38,1301.34,1631.21,1827.97,1904.53,2039.43
FL,2020/4/6,Florida,21477737,3635842.724,851943.55,3141169.227,251354.7243,494673.4971,600588.8257,1077.857143,34.28571429,-49.57142857,19,0.912,1590.7,1448.35,1441.38,1301.34,1631.21,1827.97,1904.53
FL,2020/4/13,Florida,21477737,3688166.616,1016939.896,3186684.407,275515.9429,501482.2086,741423.9529,917,44.71428571,-45.71428571,18.42857143,0.912,1647.63,1590.7,1448.35,1441.38,1301.34,1631.21,1827.97
FL,2020/4/20,Florida,21477737,3613855.574,1070044.651,3120807.866,299069.3986,493047.7086,770975.2529,745.4285714,43,-44,17.85714286,0.912,1685.4,1647.63,1590.7,1448.35,1441.38,1301.34,1631.21
FL,2020/4/27,Florida,21477737,3479880.484,1144467.739,2993633.417,336600.63,486247.0671,807867.1086,649.4285714,43.42857143,-38.57142857,15.14285714,0.912,1733.53,1685.4,1647.63,1590.7,1448.35,1441.38,1301.34
FL,2020/5/4,Florida,21477737,3602830.27,1590618.613,3095785.997,728769.8229,507044.2729,861848.79,645.4285714,48.85714286,-32.85714286,14,0.912,1686.93,1733.53,1685.4,1647.63,1590.7,1448.35,1441.38
FL,2020/5/11,Florida,21477737,3352849.044,1630448.389,2882426.589,864719.5314,470422.4557,765728.8571,713.1428571,36,-31.28571429,13.14285714,0.912,1675.93,1686.93,1733.53,1685.4,1647.63,1590.7,1448.35
FL,2020/5/18,Florida,21477737,3392225.023,1855957.631,2931618.289,1097006.64,460606.7343,758950.9914,754.1428571,37.71428571,-27.42857143,12.14285714,0.912,1747.03,1675.93,1686.93,1733.53,1685.4,1647.63,1590.7
FL,2020/5/25,Florida,21477737,3280720.613,2057274.701,2815087.691,1323978.95,465632.9214,733295.7514,756.5714286,30.57142857,-26.42857143,12.85714286,0.912,1780.07,1747.03,1675.93,1686.93,1733.53,1685.4,1647.63
FL,2020/6/1,Florida,21477737,3201210.607,2085796.714,2748701.424,1389335.886,452509.1829,696460.8286,1110.714286,35.57142857,-23.85714286,11.28571429,0.912,1830.86,1764.85,1747.03,1675.93,1686.93,1733.53,1685.4
FL,2020/6/8,Florida,21477737,3282023.571,2431154.727,2820102.313,1731064.861,461921.2586,700089.8657,1661.428571,33,-21,9.428571429,0.912,1833.02,1889.56,1764.85,1747.03,1675.93,1686.93,1733.53
FL,2020/6/15,Florida,21477737,3226297.539,2528475.786,2782017.033,1771174.901,444280.5057,757300.8843,3103.285714,32.85714286,-19.85714286,8.857142857,0.912,1782.18,1907.06,1889.56,1764.85,1747.03,1675.93,1686.93
FL,2020/6/22,Florida,21477737,3239090.987,2215606.619,2784432.124,1496702.08,454658.8629,718904.5386,6254.857143,36.85714286,-22.57142857,9.571428571,0.912,1735.17,1920.39,1907.06,1889.56,1764.85,1747.03,1675.93
FL,2020/6/29,Florida,21477737,3195082.766,1956288.947,2760482.333,1267247.774,434600.4329,689041.1729,8433.714286,44.57142857,-23.42857143,10.71428571,0.912,1734.4,1918.59,1920.39,1907.06,1889.56,1764.85,1747.03
GA,2020/2/17,Georgia,10617423,378217.3214,385491.14,325758.0357,325938.8143,52459.28571,59552.32571,0,0,0.714285714,1.428571429,0.751,2039.43,2022.36,1993.68,1997.57,2031.36,2004.8,1967.95
GA,2020/2/24,Georgia,10617423,390577.0514,396215.4057,333216.9457,333218.5029,57360.10571,62996.90286,0,0,7.714285714,-1.142857143,0.751,1904.53,2039.43,2022.36,1993.68,1997.57,2031.36,2004.8
GA,2020/3/2,Georgia,10617423,400775.63,394643.0629,345043.1514,332743.8786,55732.47857,61899.18429,0.714285714,0,6.142857143,-0.285714286,0.751,1827.97,1904.53,2039.43,2022.36,1993.68,1997.57,2031.36
GA,2020/3/9,Georgia,10617423,440125.29,379313.1014,380368.01,317945.2243,59757.28,61367.87714,13.42857143,0.142857143,1.857142857,0.857142857,0.751,1631.21,1827.97,1904.53,2039.43,2022.36,1993.68,1997.57
GA,2020/3/16,Georgia,10617423,448029.4014,180398.3671,388481.0714,114815.8,59548.33,65582.56714,74.57142857,3.428571429,-22.14285714,10.71428571,0.751,1301.34,1631.21,1827.97,1904.53,2039.43,2022.36,1993.68
GA,2020/3/23,Georgia,10617423,433015.9071,119402.7,372629.3371,47363.15286,60386.57,72039.54714,290,7.857142857,-36.14285714,15.71428571,0.751,1441.38,1301.34,1631.21,1827.97,1904.53,2039.43,2022.36
GA,2020/3/30,Georgia,10617423,440581.9486,109979.3871,382092.3586,36582.91857,58489.59,73396.46857,570.8571429,18.71428571,-38.14285714,17.42857143,0.751,1448.35,1441.38,1301.34,1631.21,1827.97,1904.53,2039.43
GA,2020/4/6,Georgia,10617423,417979.08,118759.0786,357824.21,39732.63429,60154.87,79026.44429,829.2857143,31.71428571,-42.28571429,18.57142857,0.751,1590.7,1448.35,1441.38,1301.34,1631.21,1827.97,1904.53
GA,2020/4/13,Georgia,10617423,411517.5071,140554.3971,351463.0243,41257.74429,60054.48286,99296.65286,835.5714286,36.28571429,-35.42857143,17.14285714,0.751,1647.63,1590.7,1448.35,1441.38,1301.34,1631.21,1827.97
GA,2020/4/20,Georgia,10617423,433429.4186,150177.4729,373146.0486,46020.95714,60283.37,104156.5157,740.7142857,32.71428571,-32.57142857,16.71428571,0.751,1685.4,1647.63,1590.7,1448.35,1441.38,1301.34,1631.21
GA,2020/4/27,Georgia,10617423,424566.0743,183709.0114,363669.0243,75025.40429,60897.05,108683.6071,739.8571429,38.28571429,-24.14285714,13.57142857,0.751,1733.53,1685.4,1647.63,1590.7,1448.35,1441.38,1301.34
GA,2020/5/4,Georgia,10617423,441998.3,207700.9929,379040.4529,98560.89286,62957.84714,109140.1,702.1428571,31.71428571,-18.57142857,12.57142857,0.751,1686.93,1733.53,1685.4,1647.63,1590.7,1448.35,1441.38
GA,2020/5/11,Georgia,10617423,427799.2471,231896.0971,365997.7186,126383.4186,61801.52857,105512.6786,571.2857143,29.14285714,-18.42857143,12,0.751,1675.93,1686.93,1733.53,1685.4,1647.63,1590.7,1448.35
GA,2020/5/18,Georgia,10617423,433117.8171,278870.1814,371145.4329,170443.1614,61972.38429,108427.02,760.4285714,31,-16,11.42857143,0.751,1747.03,1675.93,1686.93,1733.53,1685.4,1647.63,1590.7
GA,2020/5/25,Georgia,10617423,420452.8114,283451.1643,360811.0029,186623.9257,59641.80857,96827.23857,594.4285714,32.28571429,-17.28571429,12.14285714,0.751,1780.07,1747.03,1675.93,1686.93,1733.53,1685.4,1647.63
GA,2020/6/1,Georgia,10617423,409049.6214,303750.2971,353674.4686,211476.4514,55375.15286,92273.84571,690.7142857,18.14285714,-12.14285714,9.571428571,0.751,1830.86,1764.85,1747.03,1675.93,1686.93,1733.53,1685.4
GA,2020/6/8,Georgia,10617423,434154.2286,348469.2786,376269.1571,240678.5486,57885.07143,107790.73,826.1428571,38.71428571,-12,9,0.751,1833.02,1889.56,1764.85,1747.03,1675.93,1686.93,1733.53
GA,2020/6/15,Georgia,10617423,434114.2014,369400.5486,375777.4729,257377.6414,58336.72857,112022.9071,1002.857143,27.42857143,-10.14285714,7.571428571,0.751,1782.18,1907.06,1889.56,1764.85,1747.03,1675.93,1686.93
GA,2020/6/22,Georgia,10617423,440249.8229,354111.9229,380957.5086,245972.1943,59292.31429,108139.7286,1787,19.28571429,-12.14285714,8.857142857,0.751,1735.17,1920.39,1907.06,1889.56,1764.85,1747.03,1675.93
GA,2020/6/29,Georgia,10617423,426499.0271,341692.8957,370962.4229,238658.32,55536.60429,103034.5757,2615.142857,11.71428571,-11.42857143,9.142857143,0.751,1734.4,1918.59,1920.39,1907.06,1889.56,1764.85,1747.03
IA,2020/2/17,Iowa,3155070,128617.2514,153023.4257,114738.49,134356.3014,13878.76143,18667.12429,0,0,3.428571429,-0.285714286,0.64,2039.43,2022.36,1993.68,1997.57,2031.36,2004.8,1967.95
IA,2020/2/24,Iowa,3155070,148719.5614,152717.9114,130978.0171,134728.05,17741.54429,17989.86143,0,0,8,-1.285714286,0.64,1904.53,2039.43,2022.36,1993.68,1997.57,2031.36,2004.8
IA,2020/3/2,Iowa,3155070,141906.9657,154400.6729,125163.4629,135038.7886,16743.50286,19361.88429,0,0,10,-1.714285714,0.64,1827.97,1904.53,2039.43,2022.36,1993.68,1997.57,2031.36
IA,2020/3/9,Iowa,3155070,149409.0457,134680.5914,131920.1614,116930.4929,17488.88429,17750.09857,2.571428571,0,2.857142857,0.285714286,0.64,1631.21,1827.97,1904.53,2039.43,2022.36,1993.68,1997.57
IA,2020/3/16,Iowa,3155070,148045.3186,48963.16857,129361.1286,23141.32286,18684.19,25821.84571,10.28571429,0,-31.14285714,10.28571429,0.64,1301.34,1631.21,1827.97,1904.53,2039.43,2022.36,1993.68
IA,2020/3/23,Iowa,3155070,152604.7129,51109.10429,134124.3214,21269.37,18480.39143,29839.73429,35.14285714,0.571428571,-41.42857143,14.71428571,0.64,1441.38,1301.34,1631.21,1827.97,1904.53,2039.43,2022.36
IA,2020/3/30,Iowa,3155070,148562.5886,50424.61857,131084.19,20797.81571,17478.39857,29626.80286,76.14285714,2,-38.42857143,14.42857143,0.64,1448.35,1441.38,1301.34,1631.21,1827.97,1904.53,2039.43
IA,2020/4/6,Iowa,3155070,154089.6943,52455.96571,136674.2386,22724.89714,17415.45571,29731.06857,102.5714286,3.285714286,-43.57142857,15.28571429,0.64,1590.7,1448.35,1441.38,1301.34,1631.21,1827.97,1904.53
IA,2020/4/13,Iowa,3155070,141570.26,58271.87286,124567.2214,23225.53286,17003.03857,35046.34,187.8571429,4.857142857,-36.42857143,15.14285714,0.64,1647.63,1590.7,1448.35,1441.38,1301.34,1631.21,1827.97
IA,2020/4/20,Iowa,3155070,151022.71,59852.30143,134184.83,24301.42571,16837.88,35550.87571,367.7142857,6.142857143,-31.28571429,13.28571429,0.64,1685.4,1647.63,1590.7,1448.35,1441.38,1301.34,1631.21
IA,2020/4/27,Iowa,3155070,150059.9529,68145.72571,132210.6457,31316.90714,17849.30714,36828.81857,528.4285714,9.428571429,-25,11.28571429,0.64,1733.53,1685.4,1647.63,1590.7,1448.35,1441.38,1301.34
IA,2020/5/4,Iowa,3155070,171850.8714,78334.42286,153747.3114,36568.43857,18103.56,41765.98429,397.7142857,11.57142857,-23.85714286,12.28571429,0.64,1686.93,1733.53,1685.4,1647.63,1590.7,1448.35,1441.38
IA,2020/5/11,Iowa,3155070,152391.0514,77369.79429,133436.7986,39949.77857,18954.25286,37420.01571,384.5714286,12.28571429,-22.14285714,11.57142857,0.64,1675.93,1686.93,1733.53,1685.4,1647.63,1590.7,1448.35
IA,2020/5/18,Iowa,3155070,156639.28,88168.56714,136944.7829,53105.64143,19694.49714,35062.92571,371.4285714,15,-13.85714286,9.285714286,0.64,1747.03,1675.93,1686.93,1733.53,1685.4,1647.63,1590.7
IA,2020/5/25,Iowa,3155070,139918.3929,93600.49857,121742.8143,61355.23571,18175.57857,32245.26286,328.7142857,11.28571429,-11.57142857,10,0.64,1780.07,1747.03,1675.93,1686.93,1733.53,1685.4,1647.63
IA,2020/6/1,Iowa,3155070,151959.7229,98135.19429,133687.8471,66519.56429,18271.87571,31615.63,308.5714286,10,-7.428571429,6.571428571,0.64,1830.86,1764.85,1747.03,1675.93,1686.93,1733.53,1685.4
IA,2020/6/8,Iowa,3155070,158875.4729,114576.3714,139984.6886,84972.43429,18890.78429,29603.93714,316.2857143,6.714285714,-5.571428571,6.142857143,0.64,1833.02,1889.56,1764.85,1747.03,1675.93,1686.93,1733.53
IA,2020/6/15,Iowa,3155070,162494.8971,127799.8357,141515.68,96360.38857,20979.21714,31439.44714,291,4.857142857,-3,4.857142857,0.64,1782.18,1907.06,1889.56,1764.85,1747.03,1675.93,1686.93
IA,2020/6/22,Iowa,3155070,150462.2114,115850.9314,130635.47,85767.14857,19826.74143,30083.78286,365.2857143,2.857142857,-4.571428571,5.571428571,0.64,1735.17,1920.39,1907.06,1889.56,1764.85,1747.03,1675.93
IA,2020/6/29,Iowa,3155070,135246.8786,98210.19,118068.7786,71965.87429,17178.1,26244.31571,428.1428571,2.142857143,-5.142857143,5.285714286,0.64,1734.4,1918.59,1920.39,1907.06,1889.56,1764.85,1747.03
